74.13,61
78.08,61
87.98,67
92.01,69
108.3,324
115.38,342
130.6,475
137.6,87
142.22,102
152.35,390
159.74,344
172.65,66
177.13,58
187.73,48
191.73,44
201.83,39
205.52,39
218.38,144
223.76,163
229.04,160
234.52,158
239.22,118
249.92,76
253.85,69
263.78,75
269.13,49
273.07,33
283.76,30
288.16,40
292.35,35
298.25,60
302.99,74
315.42,38
319.48,47
330.18,44
334.1,52
337.73,48
348.33,32
352.3,27
362.8,28
366.9,32
371.95,73
376.61,59
380.67,58
384.74,66
29.3,77
33.49,76
39.82,192
45.36,190
49.94,83
59.87,68
63.83,64
73.51,62
77.63,65
81.62,67
91.84,82
100.46,429
113.43,349
121.95,432
137.43,104
146.91,400
154.32,340
159.82,84
164.92,75
169.82,63
174.21,53
178.44,51
182.67,47
186.78,42
190.8,39
194.81,39
198.69,39
202.42,38
215.61,164
220.73,161
231.88,144
236.36,76
240.69,76
250.61,70
254.71,71
265.67,37
269.86,38
280.69,35
284.8,37
297.73,78
303.16,83
307.68,40
317.68,37
322.5,52
326.34,53
336.08,45
340.61,32
344.76,32
348.56,29
359.05,32
363.77,70
368.14,71
372.38,56
19.8,69
29.94,81
34.21,77
39.78,150
51.33,127
55.52,70
59.55,68
69.39,63
73.28,62
83.14,67
87.32,70
91.81,81
102.02,434
109.28,346
116.67,365
133.58,85
138.15,104
148.63,391
156.02,346
169.08,68
173.68,61
177.76,54
187.94,43
192.04,42
195.94,40
205.44,34
209.54,33
221.46,162
227.06,160
232.27,158
242.96,77
247.01,72
257.0,71
261.09,75
272.31,35
276.29,35
287.27,38
292.93,54
298.2,78
303.27,74
315.22,48
318.92,37
329.58,52
333.32,49
344.41,33
348.51,30
352.38,29
363.05,34
367.85,91
13.82,60
23.75,68
28.02,71
32.36,78
36.54,76
48.4,190
53.1,88
62.96,65
66.89,64
76.63,63
80.6,64
90.56,73
95.06,81
103.92,426
111.0,343
125.2,412
140.07,808
157.33,376
162.52,84
174.94,59
179.27,55
183.46,49
187.57,47
191.45,39
201.31,38
205.13,37
208.97,35
215.65,88
220.91,164
226.19,161
231.56,159
236.61,146
240.93,74
251.25,69
255.4,69
259.65,69
263.79,74
274.95,37
279.31,34
283.62,38
295.85,60
300.9,79
306.11,80
318.0,45
321.75,38
332.49,52
336.39,49
340.45,45
351.2,29
355.2,27
358.99,27
11.52,98
15.63,56
19.56,61
29.63,75
33.82,78
45.78,192
51.16,188
61.06,67
65.2,65
69.14,61
78.8,62
82.93,65
86.85,66
103.82,435
111.06,344
118.57,362
127.54,460
135.04,89
151.71,410
162.5,247
167.63,70
172.45,64
176.91,53
181.34,51
185.35,45
195.59,39
199.37,35
209.34,35
216.19,123
227.31,160
232.71,156
237.52,108
241.9,74
252.07,66
256.25,69
260.45,71
265.56,64
269.78,33
273.97,37
284.82,42
289.06,37
294.38,49
299.6,79
304.44,73
317.02,47
320.72,35
331.35,52
335.07,47
345.66,34
349.87,28
353.93,25
358.02,32
4.51,30
8.68,35
18.8,55
22.92,68
26.96,69
37.09,77
42.58,136
54.15,148
58.35,70
62.53,68
66.59,65
76.39,62
80.46,63
84.62,66
88.79,68
93.1,74
97.61,82
106.36,418
119.62,362
128.49,455
136.35,81
140.78,103
158.1,377
163.31,85
175.85,64
180.27,57
184.51,48
188.48,47
198.55,42
202.54,40
206.28,38
